Issue Type,Source,File,Details
Unknown class,China_Drone,China_Drone_000332.xml,Repair
Unknown class,China_Drone,China_Drone_000332.xml,Repair
Unknown class,China_Drone,China_Drone_000333.xml,Repair
Unknown class,China_Drone,China_Drone_000340.xml,Repair
Unknown class,China_Drone,China_Drone_000340.xml,Repair
Unknown class,China_Drone,China_Drone_000341.xml,Repair
Unknown class,China_Drone,China_Drone_000343.xml,Repair
Unknown class,China_Drone,China_Drone_000345.xml,Repair
Unknown class,China_Drone,China_Drone_000350.xml,Repair
Unknown class,China_Drone,China_Drone_000352.xml,Repair
Unknown class,China_Drone,China_Drone_000362.xml,Repair
Unknown class,China_Drone,China_Drone_000364.xml,Repair
Unknown class,China_Drone,China_Drone_000364.xml,Repair
Unknown class,China_Drone,China_Drone_000366.xml,Repair
Unknown class,China_Drone,China_Drone_000371.xml,Repair
Unknown class,China_Drone,China_Drone_000375.xml,Repair
Unknown class,China_Drone,China_Drone_000375.xml,Repair
Unknown class,China_Drone,China_Drone_000377.xml,Repair
Unknown class,China_Drone,China_Drone_000377.xml,Repair
Unknown class,China_Drone,China_Drone_000377.xml,Repair
Unknown class,China_Drone,China_Drone_000384.xml,Repair
Unknown class,China_Drone,China_Drone_000391.xml,Repair
Unknown class,China_Drone,China_Drone_000391.xml,Repair
Unknown class,China_Drone,China_Drone_000395.xml,Repair
Unknown class,China_Drone,China_Drone_000395.xml,Repair
Unknown class,China_Drone,China_Drone_000396.xml,Repair
Unknown class,China_Drone,China_Drone_000397.xml,Repair
Unknown class,China_Drone,China_Drone_000398.xml,Repair
Unknown class,China_Drone,China_Drone_000400.xml,Repair
Unknown class,China_Drone,China_Drone_000400.xml,Repair
Unknown class,China_Drone,China_Drone_000403.xml,Repair
Unknown class,China_Drone,China_Drone_000414.xml,Repair
Unknown class,China_Drone,China_Drone_000418.xml,Repair
Unknown class,China_Drone,China_Drone_000423.xml,Repair
Unknown class,China_Drone,China_Drone_000424.xml,Repair
Unknown class,China_Drone,China_Drone_000427.xml,Repair
Unknown class,China_Drone,China_Drone_000427.xml,Repair
Unknown class,China_Drone,China_Drone_000427.xml,Repair
Unknown class,China_Drone,China_Drone_000427.xml,Repair
Unknown class,China_Drone,China_Drone_000445.xml,Repair
Unknown class,China_Drone,China_Drone_000450.xml,Repair
Unknown class,China_Drone,China_Drone_000453.xml,Repair
Unknown class,China_Drone,China_Drone_000465.xml,Repair
Unknown class,China_Drone,China_Drone_000465.xml,Repair
Unknown class,China_Drone,China_Drone_000468.xml,Repair
Unknown class,China_Drone,China_Drone_000468.xml,Repair
Unknown class,China_Drone,China_Drone_000470.xml,Repair
Unknown class,China_Drone,China_Drone_000472.xml,Repair
Unknown class,China_Drone,China_Drone_000477.xml,Repair
Unknown class,China_Drone,China_Drone_000477.xml,Repair
Unknown class,China_Drone,China_Drone_000484.xml,Repair
Unknown class,China_Drone,China_Drone_000485.xml,Repair
Unknown class,China_Drone,China_Drone_000488.xml,Repair
Unknown class,China_Drone,China_Drone_000494.xml,Repair
Unknown class,China_Drone,China_Drone_000500.xml,Repair
Unknown class,China_Drone,China_Drone_000510.xml,Repair
Unknown class,China_Drone,China_Drone_000514.xml,Repair
Unknown class,China_Drone,China_Drone_000523.xml,Repair
Unknown class,China_Drone,China_Drone_000524.xml,Repair
Unknown class,China_Drone,China_Drone_000524.xml,Repair
Unknown class,China_Drone,China_Drone_000524.xml,Repair
Unknown class,China_Drone,China_Drone_000527.xml,Repair
Unknown class,China_Drone,China_Drone_000528.xml,Repair
Unknown class,China_Drone,China_Drone_000533.xml,Repair
Unknown class,China_Drone,China_Drone_000534.xml,Repair
Unknown class,China_Drone,China_Drone_000536.xml,Repair
Unknown class,China_Drone,China_Drone_000538.xml,Repair
Unknown class,China_Drone,China_Drone_000549.xml,Repair
Unknown class,China_Drone,China_Drone_000549.xml,Repair
Unknown class,China_Drone,China_Drone_000556.xml,Repair
Unknown class,China_Drone,China_Drone_000557.xml,Repair
Unknown class,China_Drone,China_Drone_000560.xml,Repair
Unknown class,China_Drone,China_Drone_000564.xml,Repair
Unknown class,China_Drone,China_Drone_000564.xml,Repair
Unknown class,China_Drone,China_Drone_000565.xml,Repair
Unknown class,China_Drone,China_Drone_000572.xml,Repair
Unknown class,China_Drone,China_Drone_000579.xml,Repair
Unknown class,China_Drone,China_Drone_000579.xml,Repair
Unknown class,China_Drone,China_Drone_000587.xml,Repair
Unknown class,China_Drone,China_Drone_000593.xml,Repair
Unknown class,China_Drone,China_Drone_000597.xml,Repair
Unknown class,China_Drone,China_Drone_000598.xml,Repair
Unknown class,China_Drone,China_Drone_000603.xml,Repair
Unknown class,China_Drone,China_Drone_000608.xml,Repair
Unknown class,China_Drone,China_Drone_000610.xml,Repair
Unknown class,China_Drone,China_Drone_000627.xml,Repair
Unknown class,China_Drone,China_Drone_000629.xml,Repair
Unknown class,China_Drone,China_Drone_000635.xml,Repair
Unknown class,China_Drone,China_Drone_000638.xml,Repair
Unknown class,China_Drone,China_Drone_000638.xml,Repair
Unknown class,China_Drone,China_Drone_000638.xml,Repair
Unknown class,China_Drone,China_Drone_000639.xml,Repair
Unknown class,China_Drone,China_Drone_000641.xml,Repair
Unknown class,China_Drone,China_Drone_000642.xml,Repair
Unknown class,China_Drone,China_Drone_000642.xml,Repair
Unknown class,China_Drone,China_Drone_000643.xml,Repair
Unknown class,China_Drone,China_Drone_000658.xml,Repair
Unknown class,China_Drone,China_Drone_000658.xml,Repair
Unknown class,China_Drone,China_Drone_000666.xml,Repair
Unknown class,China_Drone,China_Drone_000666.xml,Repair
Unknown class,China_Drone,China_Drone_000667.xml,Repair
Unknown class,China_Drone,China_Drone_000678.xml,Repair
Unknown class,China_Drone,China_Drone_000680.xml,Repair
Unknown class,China_Drone,China_Drone_000684.xml,Repair
Unknown class,China_Drone,China_Drone_000685.xml,Repair
Unknown class,China_Drone,China_Drone_000695.xml,Repair
Unknown class,China_Drone,China_Drone_000697.xml,Repair
Unknown class,China_Drone,China_Drone_000699.xml,Repair
Unknown class,China_Drone,China_Drone_000701.xml,Repair
Unknown class,China_Drone,China_Drone_000701.xml,Repair
Unknown class,China_Drone,China_Drone_000709.xml,Repair
Unknown class,China_Drone,China_Drone_000709.xml,Repair
Unknown class,China_Drone,China_Drone_000709.xml,Repair
Unknown class,China_Drone,China_Drone_000710.xml,Repair
Unknown class,China_Drone,China_Drone_000718.xml,Repair
Unknown class,China_Drone,China_Drone_000720.xml,Repair
Unknown class,China_Drone,China_Drone_000720.xml,Repair
Unknown class,China_Drone,China_Drone_000722.xml,Repair
Unknown class,China_Drone,China_Drone_000723.xml,Repair
Unknown class,China_Drone,China_Drone_000725.xml,Repair
Unknown class,China_Drone,China_Drone_000725.xml,Repair
Unknown class,China_Drone,China_Drone_000727.xml,Repair
Unknown class,China_Drone,China_Drone_000727.xml,Repair
Unknown class,China_Drone,China_Drone_000736.xml,Repair
Unknown class,China_Drone,China_Drone_000736.xml,Repair
Unknown class,China_Drone,China_Drone_000739.xml,Repair
Unknown class,China_Drone,China_Drone_000740.xml,Repair
Unknown class,China_Drone,China_Drone_000760.xml,Repair
Unknown class,China_Drone,China_Drone_000762.xml,Repair
Unknown class,China_Drone,China_Drone_000764.xml,Repair
Unknown class,China_Drone,China_Drone_000765.xml,Repair
Unknown class,China_Drone,China_Drone_000766.xml,Repair
Unknown class,China_Drone,China_Drone_000770.xml,Repair
Unknown class,China_Drone,China_Drone_000770.xml,Repair
Unknown class,China_Drone,China_Drone_000774.xml,Repair
Unknown class,China_Drone,China_Drone_000776.xml,Repair
Unknown class,China_Drone,China_Drone_000777.xml,Repair
Unknown class,China_Drone,China_Drone_000779.xml,Repair
Unknown class,China_Drone,China_Drone_000780.xml,Repair
Unknown class,China_Drone,China_Drone_000780.xml,Repair
Unknown class,China_Drone,China_Drone_000786.xml,Repair
Unknown class,China_Drone,China_Drone_000788.xml,Repair
Unknown class,China_Drone,China_Drone_000789.xml,Repair
Unknown class,China_Drone,China_Drone_000789.xml,Repair
Unknown class,China_Drone,China_Drone_000794.xml,Repair
Unknown class,China_Drone,China_Drone_000797.xml,Repair
Unknown class,China_Drone,China_Drone_000804.xml,Repair
Unknown class,China_Drone,China_Drone_000809.xml,Repair
Unknown class,China_Drone,China_Drone_000811.xml,Repair
Unknown class,China_Drone,China_Drone_000811.xml,Repair
Unknown class,China_Drone,China_Drone_000811.xml,Repair
Unknown class,China_Drone,China_Drone_000816.xml,Repair
Unknown class,China_Drone,China_Drone_000821.xml,Repair
Unknown class,China_Drone,China_Drone_000822.xml,Repair
Unknown class,China_Drone,China_Drone_000824.xml,Repair
Unknown class,China_Drone,China_Drone_000824.xml,Repair
Unknown class,China_Drone,China_Drone_000825.xml,Repair
Unknown class,China_Drone,China_Drone_000834.xml,Repair
Unknown class,China_Drone,China_Drone_000835.xml,Block crack
Unknown class,China_Drone,China_Drone_000841.xml,Repair
Unknown class,China_Drone,China_Drone_000842.xml,Repair
Unknown class,China_Drone,China_Drone_000845.xml,Repair
Unknown class,China_Drone,China_Drone_000849.xml,Repair
Unknown class,China_Drone,China_Drone_000849.xml,Repair
Unknown class,China_Drone,China_Drone_000854.xml,Repair
Unknown class,China_Drone,China_Drone_000855.xml,Repair
Unknown class,China_Drone,China_Drone_000855.xml,Repair
Unknown class,China_Drone,China_Drone_000856.xml,Repair
Unknown class,China_Drone,China_Drone_000858.xml,Repair
Unknown class,China_Drone,China_Drone_000859.xml,Repair
Unknown class,China_Drone,China_Drone_000859.xml,Repair
Unknown class,China_Drone,China_Drone_000862.xml,Repair
Unknown class,China_Drone,China_Drone_000868.xml,Repair
Unknown class,China_Drone,China_Drone_000872.xml,Repair
Unknown class,China_Drone,China_Drone_000873.xml,Repair
Unknown class,China_Drone,China_Drone_000873.xml,Repair
Unknown class,China_Drone,China_Drone_000879.xml,Repair
Unknown class,China_Drone,China_Drone_000880.xml,Repair
Unknown class,China_Drone,China_Drone_000885.xml,Repair
Unknown class,China_Drone,China_Drone_000886.xml,Repair
Unknown class,China_Drone,China_Drone_000887.xml,Repair
Unknown class,China_Drone,China_Drone_000895.xml,Repair
Unknown class,China_Drone,China_Drone_000895.xml,Repair
Unknown class,China_Drone,China_Drone_000895.xml,Repair
Unknown class,China_Drone,China_Drone_000896.xml,Repair
Unknown class,China_Drone,China_Drone_000898.xml,Repair
Unknown class,China_Drone,China_Drone_000899.xml,Repair
Unknown class,China_Drone,China_Drone_000900.xml,Repair
Unknown class,China_Drone,China_Drone_000902.xml,Repair
Unknown class,China_Drone,China_Drone_000912.xml,Repair
Unknown class,China_Drone,China_Drone_000912.xml,Repair
Unknown class,China_Drone,China_Drone_000913.xml,Repair
Unknown class,China_Drone,China_Drone_000916.xml,Repair
Unknown class,China_Drone,China_Drone_000920.xml,Repair
Unknown class,China_Drone,China_Drone_000921.xml,Repair
Unknown class,China_Drone,China_Drone_000923.xml,Repair
Unknown class,China_Drone,China_Drone_000924.xml,Repair
Unknown class,China_Drone,China_Drone_000926.xml,Repair
Unknown class,China_Drone,China_Drone_000927.xml,Repair
Unknown class,China_Drone,China_Drone_000927.xml,Repair
Unknown class,China_Drone,China_Drone_000929.xml,Repair
Unknown class,China_Drone,China_Drone_000936.xml,Repair
Unknown class,China_Drone,China_Drone_000939.xml,Repair
Unknown class,China_Drone,China_Drone_000942.xml,Repair
Unknown class,China_Drone,China_Drone_000942.xml,Repair
Unknown class,China_Drone,China_Drone_000952.xml,Repair
Unknown class,China_Drone,China_Drone_000953.xml,Repair
Unknown class,China_Drone,China_Drone_000953.xml,Repair
Unknown class,China_Drone,China_Drone_000959.xml,Repair
Unknown class,China_Drone,China_Drone_000960.xml,Repair
Unknown class,China_Drone,China_Drone_000962.xml,Repair
Unknown class,China_Drone,China_Drone_000967.xml,Repair
Unknown class,China_Drone,China_Drone_000967.xml,Repair
Unknown class,China_Drone,China_Drone_000967.xml,Repair
Unknown class,China_Drone,China_Drone_000967.xml,Repair
Unknown class,China_Drone,China_Drone_000971.xml,Repair
Unknown class,China_Drone,China_Drone_000974.xml,Repair
Unknown class,China_Drone,China_Drone_000974.xml,Repair
Unknown class,China_Drone,China_Drone_000976.xml,Repair
Unknown class,China_Drone,China_Drone_000996.xml,Repair
Unknown class,China_Drone,China_Drone_001002.xml,Repair
Unknown class,China_Drone,China_Drone_001002.xml,Repair
Unknown class,China_Drone,China_Drone_001003.xml,Repair
Unknown class,China_Drone,China_Drone_001008.xml,Repair
Unknown class,China_Drone,China_Drone_001013.xml,Repair
Unknown class,China_Drone,China_Drone_001024.xml,Repair
Unknown class,China_Drone,China_Drone_001041.xml,Repair
Unknown class,China_Drone,China_Drone_001042.xml,Repair
Unknown class,China_Drone,China_Drone_001042.xml,Repair
Unknown class,China_Drone,China_Drone_001042.xml,Repair
Unknown class,China_Drone,China_Drone_001042.xml,Repair
Unknown class,China_Drone,China_Drone_001047.xml,Repair
Unknown class,China_Drone,China_Drone_001056.xml,Repair
Unknown class,China_Drone,China_Drone_001056.xml,Repair
Unknown class,China_Drone,China_Drone_001062.xml,Repair
Unknown class,China_Drone,China_Drone_001062.xml,Repair
Unknown class,China_Drone,China_Drone_001063.xml,Repair
Unknown class,China_Drone,China_Drone_001073.xml,Repair
Unknown class,China_Drone,China_Drone_001080.xml,Repair
Unknown class,China_Drone,China_Drone_001087.xml,Repair
Unknown class,China_Drone,China_Drone_001088.xml,Repair
Unknown class,China_Drone,China_Drone_001097.xml,Repair
Unknown class,China_Drone,China_Drone_001101.xml,Repair
Unknown class,China_Drone,China_Drone_001107.xml,Repair
Unknown class,China_Drone,China_Drone_001110.xml,Repair
Unknown class,China_Drone,China_Drone_001111.xml,Repair
Unknown class,China_Drone,China_Drone_001112.xml,Repair
Unknown class,China_Drone,China_Drone_001121.xml,Repair
Unknown class,China_Drone,China_Drone_001121.xml,Repair
Unknown class,China_Drone,China_Drone_001137.xml,Repair
Unknown class,China_Drone,China_Drone_001139.xml,Repair
Unknown class,China_Drone,China_Drone_001145.xml,Repair
Unknown class,China_Drone,China_Drone_001146.xml,Repair
Unknown class,China_Drone,China_Drone_001147.xml,Repair
Unknown class,China_Drone,China_Drone_001160.xml,Repair
Unknown class,China_Drone,China_Drone_001170.xml,Repair
Unknown class,China_Drone,China_Drone_001170.xml,Repair
Unknown class,China_Drone,China_Drone_001174.xml,Repair
Unknown class,China_Drone,China_Drone_001175.xml,Repair
Unknown class,China_Drone,China_Drone_001178.xml,Repair
Unknown class,China_Drone,China_Drone_001179.xml,Repair
Unknown class,China_Drone,China_Drone_001179.xml,Repair
Unknown class,China_Drone,China_Drone_001180.xml,Repair
Unknown class,China_Drone,China_Drone_001187.xml,Repair
Unknown class,China_Drone,China_Drone_001203.xml,Repair
Unknown class,China_Drone,China_Drone_001203.xml,Repair
Unknown class,China_Drone,China_Drone_001205.xml,Repair
Unknown class,China_Drone,China_Drone_001207.xml,Repair
Unknown class,China_Drone,China_Drone_001214.xml,Repair
Unknown class,China_Drone,China_Drone_001220.xml,Repair
Unknown class,China_Drone,China_Drone_001221.xml,Repair
Unknown class,China_Drone,China_Drone_001230.xml,Repair
Unknown class,China_Drone,China_Drone_001236.xml,Repair
Unknown class,China_Drone,China_Drone_001241.xml,Repair
Unknown class,China_Drone,China_Drone_001241.xml,Repair
Unknown class,China_Drone,China_Drone_001243.xml,Repair
Unknown class,China_Drone,China_Drone_001249.xml,Repair
Unknown class,China_Drone,China_Drone_001251.xml,Repair
Unknown class,China_Drone,China_Drone_001255.xml,Repair
Unknown class,China_Drone,China_Drone_001256.xml,Repair
Unknown class,China_Drone,China_Drone_001258.xml,Repair
Unknown class,China_Drone,China_Drone_001261.xml,Repair
Unknown class,China_Drone,China_Drone_001262.xml,Repair
Unknown class,China_Drone,China_Drone_001262.xml,Repair
Unknown class,China_Drone,China_Drone_001262.xml,Repair
Unknown class,China_Drone,China_Drone_001262.xml,Repair
Unknown class,China_Drone,China_Drone_001274.xml,Repair
Unknown class,China_Drone,China_Drone_001274.xml,Repair
Unknown class,China_Drone,China_Drone_001276.xml,Repair
Unknown class,China_Drone,China_Drone_001282.xml,Repair
Unknown class,China_Drone,China_Drone_001282.xml,Repair
Unknown class,China_Drone,China_Drone_001282.xml,Repair
Unknown class,China_Drone,China_Drone_001284.xml,Repair
Unknown class,China_Drone,China_Drone_001284.xml,Repair
Unknown class,China_Drone,China_Drone_001284.xml,Repair
Unknown class,China_Drone,China_Drone_001286.xml,Repair
Unknown class,China_Drone,China_Drone_001288.xml,Repair
Unknown class,China_Drone,China_Drone_001288.xml,Repair
Unknown class,China_Drone,China_Drone_001288.xml,Repair
Unknown class,China_Drone,China_Drone_001288.xml,Repair
Unknown class,China_Drone,China_Drone_001289.xml,Repair
Unknown class,China_Drone,China_Drone_001289.xml,Repair
Unknown class,China_Drone,China_Drone_001289.xml,Repair
Unknown class,China_Drone,China_Drone_001293.xml,Repair
Unknown class,China_Drone,China_Drone_001295.xml,Repair
Unknown class,China_Drone,China_Drone_001297.xml,Repair
Unknown class,China_Drone,China_Drone_001300.xml,Repair
Unknown class,China_Drone,China_Drone_001300.xml,Repair
Unknown class,China_Drone,China_Drone_001301.xml,Repair
Unknown class,China_Drone,China_Drone_001301.xml,Repair
Unknown class,China_Drone,China_Drone_001304.xml,Repair
Unknown class,China_Drone,China_Drone_001304.xml,Repair
Unknown class,China_Drone,China_Drone_001305.xml,Repair
Unknown class,China_Drone,China_Drone_001308.xml,Repair
Unknown class,China_Drone,China_Drone_001308.xml,Repair
Unknown class,China_Drone,China_Drone_001308.xml,Repair
Unknown class,China_Drone,China_Drone_001308.xml,Repair
Unknown class,China_Drone,China_Drone_001310.xml,Repair
Unknown class,China_Drone,China_Drone_001315.xml,Repair
Unknown class,China_Drone,China_Drone_001318.xml,Repair
Unknown class,China_Drone,China_Drone_001318.xml,Repair
Unknown class,China_Drone,China_Drone_001319.xml,Repair
Unknown class,China_Drone,China_Drone_001320.xml,Repair
Unknown class,China_Drone,China_Drone_001323.xml,Repair
Unknown class,China_Drone,China_Drone_001326.xml,Repair
Unknown class,China_Drone,China_Drone_001328.xml,Repair
Unknown class,China_Drone,China_Drone_001328.xml,Repair
Unknown class,China_Drone,China_Drone_001335.xml,Repair
Unknown class,China_Drone,China_Drone_001338.xml,Repair
Unknown class,China_Drone,China_Drone_001338.xml,Repair
Unknown class,China_Drone,China_Drone_001338.xml,Repair
Unknown class,China_Drone,China_Drone_001346.xml,Repair
Unknown class,China_Drone,China_Drone_001347.xml,Repair
Unknown class,China_Drone,China_Drone_001350.xml,Repair
Unknown class,China_Drone,China_Drone_001350.xml,Repair
Unknown class,China_Drone,China_Drone_001353.xml,Repair
Unknown class,China_Drone,China_Drone_001359.xml,Repair
Unknown class,China_Drone,China_Drone_001360.xml,Repair
Unknown class,China_Drone,China_Drone_001361.xml,Repair
Unknown class,China_Drone,China_Drone_001369.xml,Repair
Unknown class,China_Drone,China_Drone_001371.xml,Repair
Unknown class,China_Drone,China_Drone_001372.xml,Repair
Unknown class,China_Drone,China_Drone_001373.xml,Repair
Unknown class,China_Drone,China_Drone_001375.xml,Repair
Unknown class,China_Drone,China_Drone_001378.xml,Repair
Unknown class,China_Drone,China_Drone_001387.xml,Repair
Unknown class,China_Drone,China_Drone_001389.xml,Repair
Unknown class,China_Drone,China_Drone_001402.xml,Repair
Unknown class,China_Drone,China_Drone_001403.xml,Repair
Unknown class,China_Drone,China_Drone_001409.xml,Repair
Unknown class,China_Drone,China_Drone_001409.xml,Repair
Unknown class,China_Drone,China_Drone_001409.xml,Repair
Unknown class,China_Drone,China_Drone_001411.xml,Repair
Unknown class,China_Drone,China_Drone_001411.xml,Repair
Unknown class,China_Drone,China_Drone_001413.xml,Repair
Unknown class,China_Drone,China_Drone_001422.xml,Repair
Unknown class,China_Drone,China_Drone_001423.xml,Repair
Unknown class,China_Drone,China_Drone_001426.xml,Repair
Unknown class,China_Drone,China_Drone_001426.xml,Repair
Unknown class,China_Drone,China_Drone_001428.xml,Repair
Unknown class,China_Drone,China_Drone_001431.xml,Repair
Unknown class,China_Drone,China_Drone_001432.xml,Repair
Unknown class,China_Drone,China_Drone_001434.xml,Repair
Unknown class,China_Drone,China_Drone_001435.xml,Repair
Unknown class,China_Drone,China_Drone_001438.xml,Repair
Unknown class,China_Drone,China_Drone_001449.xml,Repair
Unknown class,China_Drone,China_Drone_001457.xml,Repair
Unknown class,China_Drone,China_Drone_001457.xml,Repair
Unknown class,China_Drone,China_Drone_001458.xml,Repair
Unknown class,China_Drone,China_Drone_001459.xml,Repair
Unknown class,China_Drone,China_Drone_001461.xml,Repair
Unknown class,China_Drone,China_Drone_001470.xml,Repair
Unknown class,China_Drone,China_Drone_001474.xml,Repair
Unknown class,China_Drone,China_Drone_001475.xml,Repair
Unknown class,China_Drone,China_Drone_001481.xml,Repair
Unknown class,China_Drone,China_Drone_001485.xml,Block crack
Unknown class,China_Drone,China_Drone_001486.xml,Repair
Unknown class,China_Drone,China_Drone_001486.xml,Repair
Unknown class,China_Drone,China_Drone_001490.xml,Repair
Unknown class,China_Drone,China_Drone_001492.xml,Repair
Unknown class,China_Drone,China_Drone_001500.xml,Repair
Unknown class,China_Drone,China_Drone_001505.xml,Repair
Unknown class,China_Drone,China_Drone_001510.xml,Repair
Unknown class,China_Drone,China_Drone_001510.xml,Repair
Unknown class,China_Drone,China_Drone_001510.xml,Repair
Unknown class,China_Drone,China_Drone_001513.xml,Repair
Unknown class,China_Drone,China_Drone_001514.xml,Repair
Unknown class,China_Drone,China_Drone_001523.xml,Repair
Unknown class,China_Drone,China_Drone_001525.xml,Repair
Unknown class,China_Drone,China_Drone_001526.xml,Repair
Unknown class,China_Drone,China_Drone_001538.xml,Repair
Unknown class,China_Drone,China_Drone_001538.xml,Repair
Unknown class,China_Drone,China_Drone_001538.xml,Repair
Unknown class,China_Drone,China_Drone_001546.xml,Repair
Unknown class,China_Drone,China_Drone_001547.xml,Repair
Unknown class,China_Drone,China_Drone_001549.xml,Repair
Unknown class,China_Drone,China_Drone_001549.xml,Repair
