Source,Image,XML,Classes,Split
China_Drone,China_Drone_000412.jpg,China_Drone_000412.xml,D10,train
China_Drone,China_Drone_000426.jpg,China_Drone_000426.xml,D10,train
China_Drone,China_Drone_001020.jpg,China_Drone_001020.xml,D10,train
China_Drone,China_Drone_001660.jpg,China_Drone_001660.xml,D10,train
China_Drone,China_Drone_001932.jpg,China_Drone_001932.xml,D10,train
China_Drone,China_Drone_002154.jpg,China_Drone_002154.xml,D10,train
China_Drone,China_Drone_001173.jpg,China_Drone_001173.xml,D10,train
China_Drone,China_Drone_001202.jpg,China_Drone_001202.xml,D10,train
China_Drone,China_Drone_001133.jpg,China_Drone_001133.xml,D10,train
China_Drone,China_Drone_000274.jpg,China_Drone_000274.xml,D10,train
China_Drone,China_Drone_002355.jpg,China_Drone_002355.xml,D10,train
China_Drone,China_Drone_002138.jpg,China_Drone_002138.xml,D10,train
China_Drone,China_Drone_001363.jpg,China_Drone_001363.xml,D10,train
China_Drone,China_Drone_000698.jpg,China_Drone_000698.xml,D10,train
China_Drone,China_Drone_001936.jpg,China_Drone_001936.xml,D10,train
China_Drone,China_Drone_001488.jpg,China_Drone_001488.xml,D10,train
China_Drone,China_Drone_001156.jpg,China_Drone_001156.xml,D10,train
China_Drone,China_Drone_002213.jpg,China_Drone_002213.xml,D10,train
China_Drone,China_Drone_000296.jpg,China_Drone_000296.xml,D10,train
China_Drone,China_Drone_000847.jpg,China_Drone_000847.xml,D10,train
China_Drone,China_Drone_001092.jpg,China_Drone_001092.xml,D10,train
China_Drone,China_Drone_000452.jpg,China_Drone_000452.xml,D10,train
China_Drone,China_Drone_000992.jpg,China_Drone_000992.xml,D10,train
China_Drone,China_Drone_001317.jpg,China_Drone_001317.xml,D10,train
China_Drone,China_Drone_001158.jpg,China_Drone_001158.xml,D10,train
China_Drone,China_Drone_000638.jpg,China_Drone_000638.xml,D10,train
China_Drone,China_Drone_002328.jpg,China_Drone_002328.xml,D10,train
China_Drone,China_Drone_000390.jpg,China_Drone_000390.xml,D10,train
China_Drone,China_Drone_000964.jpg,China_Drone_000964.xml,D10,train
China_Drone,China_Drone_001421.jpg,China_Drone_001421.xml,D10,train
China_Drone,China_Drone_000649.jpg,China_Drone_000649.xml,D10,train
China_Drone,China_Drone_001209.jpg,China_Drone_001209.xml,D10,train
China_Drone,China_Drone_001913.jpg,China_Drone_001913.xml,D10,train
China_Drone,China_Drone_001614.jpg,China_Drone_001614.xml,D10,train
China_Drone,China_Drone_001980.jpg,China_Drone_001980.xml,D10,train
China_Drone,China_Drone_002285.jpg,China_Drone_002285.xml,D10,train
China_Drone,China_Drone_001605.jpg,China_Drone_001605.xml,D10,train
China_Drone,China_Drone_000518.jpg,China_Drone_000518.xml,D10,train
China_Drone,China_Drone_001498.jpg,China_Drone_001498.xml,D10,train
China_Drone,China_Drone_001596.jpg,China_Drone_001596.xml,D10,train
China_Drone,China_Drone_000662.jpg,China_Drone_000662.xml,D10,train
China_Drone,China_Drone_000543.jpg,China_Drone_000543.xml,D10,train
China_Drone,China_Drone_000652.jpg,China_Drone_000652.xml,D10,train
China_Drone,China_Drone_001698.jpg,China_Drone_001698.xml,D10,train
China_Drone,China_Drone_000303.jpg,China_Drone_000303.xml,D10,train
China_Drone,China_Drone_001682.jpg,China_Drone_001682.xml,D10,train
China_Drone,China_Drone_000528.jpg,China_Drone_000528.xml,D10,train
China_Drone,China_Drone_001405.jpg,China_Drone_001405.xml,D10,train
China_Drone,China_Drone_001255.jpg,China_Drone_001255.xml,D10,train
China_Drone,China_Drone_001153.jpg,China_Drone_001153.xml,D10,train
China_Drone,China_Drone_000519.jpg,China_Drone_000519.xml,D10,train
China_Drone,China_Drone_000800.jpg,China_Drone_000800.xml,D10,train
China_Drone,China_Drone_001123.jpg,China_Drone_001123.xml,D10,train
China_Drone,China_Drone_001281.jpg,China_Drone_001281.xml,D10,train
China_Drone,China_Drone_001830.jpg,China_Drone_001830.xml,D10,train
China_Drone,China_Drone_000692.jpg,China_Drone_000692.xml,D10,train
China_Drone,China_Drone_000478.jpg,China_Drone_000478.xml,D10,train
China_Drone,China_Drone_002348.jpg,China_Drone_002348.xml,D10,train
China_Drone,China_Drone_001390.jpg,China_Drone_001390.xml,D10,train
China_Drone,China_Drone_000454.jpg,China_Drone_000454.xml,D10,train
China_Drone,China_Drone_000567.jpg,China_Drone_000567.xml,D10,train
China_Drone,China_Drone_001588.jpg,China_Drone_001588.xml,D10,train
China_Drone,China_Drone_000675.jpg,China_Drone_000675.xml,D10,train
China_Drone,China_Drone_000075.jpg,China_Drone_000075.xml,D10,train
China_Drone,China_Drone_001466.jpg,China_Drone_001466.xml,D10,train
China_Drone,China_Drone_001392.jpg,China_Drone_001392.xml,D10,train
China_Drone,China_Drone_001769.jpg,China_Drone_001769.xml,D10,train
China_Drone,China_Drone_001604.jpg,China_Drone_001604.xml,D10,train
China_Drone,China_Drone_000586.jpg,China_Drone_000586.xml,D10,train
China_Drone,China_Drone_001448.jpg,China_Drone_001448.xml,D10,train
China_Drone,China_Drone_002088.jpg,China_Drone_002088.xml,D10,train
China_Drone,China_Drone_000188.jpg,China_Drone_000188.xml,D10,train
China_Drone,China_Drone_000275.jpg,China_Drone_000275.xml,D10,train
China_Drone,China_Drone_002378.jpg,China_Drone_002378.xml,D10,train
China_Drone,China_Drone_001667.jpg,China_Drone_001667.xml,D10,train
China_Drone,China_Drone_001169.jpg,China_Drone_001169.xml,D10,train
China_Drone,China_Drone_000186.jpg,China_Drone_000186.xml,D10,train
China_Drone,China_Drone_001647.jpg,China_Drone_001647.xml,D10,train
China_Drone,China_Drone_000043.jpg,China_Drone_000043.xml,D10,train
China_Drone,China_Drone_001341.jpg,China_Drone_001341.xml,D10,train
China_Drone,China_Drone_001569.jpg,China_Drone_001569.xml,D10,train
China_Drone,China_Drone_000622.jpg,China_Drone_000622.xml,D10,train
China_Drone,China_Drone_000717.jpg,China_Drone_000717.xml,D10,train
China_Drone,China_Drone_001840.jpg,China_Drone_001840.xml,D10,train
China_Drone,China_Drone_001625.jpg,China_Drone_001625.xml,D10,train
China_Drone,China_Drone_001814.jpg,China_Drone_001814.xml,D10,train
China_Drone,China_Drone_000825.jpg,China_Drone_000825.xml,D10,train
China_Drone,China_Drone_000909.jpg,China_Drone_000909.xml,D10,train
China_Drone,China_Drone_000595.jpg,China_Drone_000595.xml,D10,train
China_Drone,China_Drone_001394.jpg,China_Drone_001394.xml,D10,train
China_Drone,China_Drone_001946.jpg,China_Drone_001946.xml,D10,train
China_Drone,China_Drone_000715.jpg,China_Drone_000715.xml,D10,train
China_Drone,China_Drone_002259.jpg,China_Drone_002259.xml,D10,train
China_Drone,China_Drone_000664.jpg,China_Drone_000664.xml,D10,train
China_Drone,China_Drone_000864.jpg,China_Drone_000864.xml,D10,train
China_Drone,China_Drone_002322.jpg,China_Drone_002322.xml,D10,train
China_Drone,China_Drone_000378.jpg,China_Drone_000378.xml,D10,train
China_Drone,China_Drone_002339.jpg,China_Drone_002339.xml,D10,train
China_Drone,China_Drone_000150.jpg,China_Drone_000150.xml,D10,train
China_Drone,China_Drone_000737.jpg,China_Drone_000737.xml,D10,train
China_Drone,China_Drone_001793.jpg,China_Drone_001793.xml,D10,train
China_Drone,China_Drone_001417.jpg,China_Drone_001417.xml,D10,train
China_Drone,China_Drone_000796.jpg,China_Drone_000796.xml,D10,train
China_Drone,China_Drone_000198.jpg,China_Drone_000198.xml,D10,train
China_Drone,China_Drone_000137.jpg,China_Drone_000137.xml,D10,train
China_Drone,China_Drone_001750.jpg,China_Drone_001750.xml,D10,train
China_Drone,China_Drone_000551.jpg,China_Drone_000551.xml,D10,train
China_Drone,China_Drone_001073.jpg,China_Drone_001073.xml,D10,train
China_Drone,China_Drone_002362.jpg,China_Drone_002362.xml,D10,train
China_Drone,China_Drone_001217.jpg,China_Drone_001217.xml,D10,train
China_Drone,China_Drone_000502.jpg,China_Drone_000502.xml,D10,train
China_Drone,China_Drone_001381.jpg,China_Drone_001381.xml,D10,train
China_Drone,China_Drone_000306.jpg,China_Drone_000306.xml,D10,train
China_Drone,China_Drone_001322.jpg,China_Drone_001322.xml,D10,train
China_Drone,China_Drone_001290.jpg,China_Drone_001290.xml,D10,train
China_Drone,China_Drone_000215.jpg,China_Drone_000215.xml,D10,train
China_Drone,China_Drone_000606.jpg,China_Drone_000606.xml,D10,train
China_Drone,China_Drone_001111.jpg,China_Drone_001111.xml,D10,train
China_Drone,China_Drone_000316.jpg,China_Drone_000316.xml,D10,train
China_Drone,China_Drone_000956.jpg,China_Drone_000956.xml,D10,train
China_Drone,China_Drone_001710.jpg,China_Drone_001710.xml,D10,train
China_Drone,China_Drone_001065.jpg,China_Drone_001065.xml,D10,train
China_Drone,China_Drone_001404.jpg,China_Drone_001404.xml,D10,train
China_Drone,China_Drone_001902.jpg,China_Drone_001902.xml,D10,train
China_Drone,China_Drone_002221.jpg,China_Drone_002221.xml,D10,train
China_Drone,China_Drone_000832.jpg,China_Drone_000832.xml,D10,train
China_Drone,China_Drone_001455.jpg,China_Drone_001455.xml,D10,train
China_Drone,China_Drone_000550.jpg,China_Drone_000550.xml,D10,train
China_Drone,China_Drone_000083.jpg,China_Drone_000083.xml,D10,train
China_Drone,China_Drone_001820.jpg,China_Drone_001820.xml,D10,train
China_Drone,China_Drone_001597.jpg,China_Drone_001597.xml,D10,train
China_Drone,China_Drone_000267.jpg,China_Drone_000267.xml,D10,train
China_Drone,China_Drone_001135.jpg,China_Drone_001135.xml,D10,train
China_Drone,China_Drone_000076.jpg,China_Drone_000076.xml,D10,train
China_Drone,China_Drone_000268.jpg,China_Drone_000268.xml,D10,train
China_Drone,China_Drone_001430.jpg,China_Drone_001430.xml,D10,train
China_Drone,China_Drone_002122.jpg,China_Drone_002122.xml,D10,train
China_Drone,China_Drone_001601.jpg,China_Drone_001601.xml,D10,train
China_Drone,China_Drone_000782.jpg,China_Drone_000782.xml,D10,train
China_Drone,China_Drone_001427.jpg,China_Drone_001427.xml,D10,train
China_Drone,China_Drone_000293.jpg,China_Drone_000293.xml,D10,train
China_Drone,China_Drone_000464.jpg,China_Drone_000464.xml,D10,train
China_Drone,China_Drone_000233.jpg,China_Drone_000233.xml,D10,train
China_Drone,China_Drone_000592.jpg,China_Drone_000592.xml,D10,train
China_Drone,China_Drone_001383.jpg,China_Drone_001383.xml,D10,train
China_Drone,China_Drone_000085.jpg,China_Drone_000085.xml,D10,train
China_Drone,China_Drone_002042.jpg,China_Drone_002042.xml,D10,train
China_Drone,China_Drone_001880.jpg,China_Drone_001880.xml,D10,train
China_Drone,China_Drone_002130.jpg,China_Drone_002130.xml,D10,train
China_Drone,China_Drone_000096.jpg,China_Drone_000096.xml,D10,train
China_Drone,China_Drone_000450.jpg,China_Drone_000450.xml,D10,train
China_Drone,China_Drone_002142.jpg,China_Drone_002142.xml,D10,train
China_Drone,China_Drone_000981.jpg,China_Drone_000981.xml,D10,train
China_Drone,China_Drone_001252.jpg,China_Drone_001252.xml,D10,train
China_Drone,China_Drone_001208.jpg,China_Drone_001208.xml,D10,train
China_Drone,China_Drone_002153.jpg,China_Drone_002153.xml,D10,train
China_Drone,China_Drone_000382.jpg,China_Drone_000382.xml,D10,train
China_Drone,China_Drone_000504.jpg,China_Drone_000504.xml,D10,train
China_Drone,China_Drone_000486.jpg,China_Drone_000486.xml,D10,train
China_Drone,China_Drone_001768.jpg,China_Drone_001768.xml,D10,train
China_Drone,China_Drone_001623.jpg,China_Drone_001623.xml,D10,train
China_Drone,China_Drone_000181.jpg,China_Drone_000181.xml,D10,train
China_Drone,China_Drone_002093.jpg,China_Drone_002093.xml,D10,train
China_Drone,China_Drone_001154.jpg,China_Drone_001154.xml,D10,train
China_Drone,China_Drone_000238.jpg,China_Drone_000238.xml,D10,train
China_Drone,China_Drone_000178.jpg,China_Drone_000178.xml,D10,train
China_Drone,China_Drone_001186.jpg,China_Drone_001186.xml,D10,train
China_Drone,China_Drone_002270.jpg,China_Drone_002270.xml,D10,train
China_Drone,China_Drone_001181.jpg,China_Drone_001181.xml,D10,train
China_Drone,China_Drone_001801.jpg,China_Drone_001801.xml,D10,train
China_Drone,China_Drone_000542.jpg,China_Drone_000542.xml,D10,train
China_Drone,China_Drone_001049.jpg,China_Drone_001049.xml,D10,train
China_Drone,China_Drone_001748.jpg,China_Drone_001748.xml,D10,train
China_Drone,China_Drone_001283.jpg,China_Drone_001283.xml,D10,train
China_Drone,China_Drone_000506.jpg,China_Drone_000506.xml,D10,train
China_Drone,China_Drone_000668.jpg,China_Drone_000668.xml,D10,train
China_Drone,China_Drone_000442.jpg,China_Drone_000442.xml,D10,train
China_Drone,China_Drone_001266.jpg,China_Drone_001266.xml,D10,train
China_Drone,China_Drone_000620.jpg,China_Drone_000620.xml,D10,train
China_Drone,China_Drone_001191.jpg,China_Drone_001191.xml,D10,train
China_Drone,China_Drone_001676.jpg,China_Drone_001676.xml,D10,train
China_Drone,China_Drone_000982.jpg,China_Drone_000982.xml,D10,train
China_Drone,China_Drone_001396.jpg,China_Drone_001396.xml,D10,train
China_Drone,China_Drone_001033.jpg,China_Drone_001033.xml,D10,train
China_Drone,China_Drone_001559.jpg,China_Drone_001559.xml,D10,train
China_Drone,China_Drone_000173.jpg,China_Drone_000173.xml,D10,train
China_Drone,China_Drone_001093.jpg,China_Drone_001093.xml,D10,train
China_Drone,China_Drone_001185.jpg,China_Drone_001185.xml,D10,train
China_Drone,China_Drone_000016.jpg,China_Drone_000016.xml,D10,train
China_Drone,China_Drone_000132.jpg,China_Drone_000132.xml,D10,train
China_Drone,China_Drone_001211.jpg,China_Drone_001211.xml,D10,train
China_Drone,China_Drone_002116.jpg,China_Drone_002116.xml,D10,train
China_Drone,China_Drone_000533.jpg,China_Drone_000533.xml,D10,train
China_Drone,China_Drone_002062.jpg,China_Drone_002062.xml,D10,train
China_Drone,China_Drone_000719.jpg,China_Drone_000719.xml,D10,train
China_Drone,China_Drone_001836.jpg,China_Drone_001836.xml,D10,train
China_Drone,China_Drone_000434.jpg,China_Drone_000434.xml,D10,train
China_Drone,China_Drone_001311.jpg,China_Drone_001311.xml,D10,train
China_Drone,China_Drone_002292.jpg,China_Drone_002292.xml,D10,train
China_Drone,China_Drone_000463.jpg,China_Drone_000463.xml,D10,train
China_Drone,China_Drone_001938.jpg,China_Drone_001938.xml,D10,train
China_Drone,China_Drone_001012.jpg,China_Drone_001012.xml,D10,train
China_Drone,China_Drone_001096.jpg,China_Drone_001096.xml,D10,train
China_Drone,China_Drone_001126.jpg,China_Drone_001126.xml,D10,train
China_Drone,China_Drone_002242.jpg,China_Drone_002242.xml,D10,train
China_Drone,China_Drone_001272.jpg,China_Drone_001272.xml,D10,train
China_Drone,China_Drone_001183.jpg,China_Drone_001183.xml,D10,train
China_Drone,China_Drone_000078.jpg,China_Drone_000078.xml,D10,train
China_Drone,China_Drone_001834.jpg,China_Drone_001834.xml,D10,train
China_Drone,China_Drone_001324.jpg,China_Drone_001324.xml,D10,train
China_Drone,China_Drone_001729.jpg,China_Drone_001729.xml,D10,train
China_Drone,China_Drone_001102.jpg,China_Drone_001102.xml,D10,train
China_Drone,China_Drone_001730.jpg,China_Drone_001730.xml,D10,train
China_Drone,China_Drone_001532.jpg,China_Drone_001532.xml,D10,train
China_Drone,China_Drone_000430.jpg,China_Drone_000430.xml,D10,train
China_Drone,China_Drone_001666.jpg,China_Drone_001666.xml,D10,train
China_Drone,China_Drone_001142.jpg,China_Drone_001142.xml,D10,train
China_Drone,China_Drone_001833.jpg,China_Drone_001833.xml,D10,train
China_Drone,China_Drone_002365.jpg,China_Drone_002365.xml,D10,train
China_Drone,China_Drone_000139.jpg,China_Drone_000139.xml,D10,train
China_Drone,China_Drone_000983.jpg,China_Drone_000983.xml,D10,train
China_Drone,China_Drone_001629.jpg,China_Drone_001629.xml,D10,train
China_Drone,China_Drone_002252.jpg,China_Drone_002252.xml,D10,train
China_Drone,China_Drone_002082.jpg,China_Drone_002082.xml,D10,train
China_Drone,China_Drone_001986.jpg,China_Drone_001986.xml,D10,train
China_Drone,China_Drone_000894.jpg,China_Drone_000894.xml,D10,train
China_Drone,China_Drone_001127.jpg,China_Drone_001127.xml,D10,train
China_Drone,China_Drone_001824.jpg,China_Drone_001824.xml,D10,train
China_Drone,China_Drone_001330.jpg,China_Drone_001330.xml,D10,train
China_Drone,China_Drone_000555.jpg,China_Drone_000555.xml,D10,train
China_Drone,China_Drone_001610.jpg,China_Drone_001610.xml,D10,train
China_Drone,China_Drone_001046.jpg,China_Drone_001046.xml,D10,train
China_Drone,China_Drone_002226.jpg,China_Drone_002226.xml,D10,train
China_Drone,China_Drone_000105.jpg,China_Drone_000105.xml,D10,train
China_Drone,China_Drone_000401.jpg,China_Drone_000401.xml,D10,train
China_Drone,China_Drone_000525.jpg,China_Drone_000525.xml,D10,train
China_Drone,China_Drone_002092.jpg,China_Drone_002092.xml,D10,train
China_Drone,China_Drone_000280.jpg,China_Drone_000280.xml,D10,train
China_Drone,China_Drone_000918.jpg,China_Drone_000918.xml,D10,train
China_Drone,China_Drone_002286.jpg,China_Drone_002286.xml,D10,train
China_Drone,China_Drone_001247.jpg,China_Drone_001247.xml,D10,train
China_Drone,China_Drone_002193.jpg,China_Drone_002193.xml,D10,train
China_Drone,China_Drone_001303.jpg,China_Drone_001303.xml,D10,train
China_Drone,China_Drone_002005.jpg,China_Drone_002005.xml,D10,train
China_Drone,China_Drone_002251.jpg,China_Drone_002251.xml,D10,train
China_Drone,China_Drone_000836.jpg,China_Drone_000836.xml,D10,train
China_Drone,China_Drone_001802.jpg,China_Drone_001802.xml,D10,train
China_Drone,China_Drone_000705.jpg,China_Drone_000705.xml,D10,train
China_Drone,China_Drone_000006.jpg,China_Drone_000006.xml,D10,train
China_Drone,China_Drone_000697.jpg,China_Drone_000697.xml,D10,train
China_Drone,China_Drone_001803.jpg,China_Drone_001803.xml,D10,train
China_Drone,China_Drone_001674.jpg,China_Drone_001674.xml,D10,train
China_Drone,China_Drone_000730.jpg,China_Drone_000730.xml,D10,train
China_Drone,China_Drone_001662.jpg,China_Drone_001662.xml,D10,train
China_Drone,China_Drone_000907.jpg,China_Drone_000907.xml,D10,train
China_Drone,China_Drone_001643.jpg,China_Drone_001643.xml,D10,train
China_Drone,China_Drone_002341.jpg,China_Drone_002341.xml,D10,train
China_Drone,China_Drone_000299.jpg,China_Drone_000299.xml,D10,train
China_Drone,China_Drone_001656.jpg,China_Drone_001656.xml,D10,train
China_Drone,China_Drone_001406.jpg,China_Drone_001406.xml,D10,train
